,ranking,songName,artistName,playCount,increaseCount,link
27,228,봉봉쇼콜라 (Bon Bon Chocolat),680|EVERGLOW (에버글로우)|EVERGLOW|1,101991712,1498,https://www.youtube.com/watch?v=HvGql8HwOIM
28,228,Paint Me Naked,528|텐 (TEN)|TEN|1,12724920,1498,https://www.youtube.com/watch?v=dOZyZiJ9n_8
29,230,Sober,11|엔플라잉 (N.Flying)|N.flying|1,468851,1495,https://www.youtube.com/watch?v=qRi8JRpm2Mw
30,231,아로하,1884|조정석|CHOJUNGSEOK|1,32154272,1492,https://www.youtube.com/watch?v=3DOkxQ3HDXE
31,232,One More Time (Otra Vez) (Feat. REIK),286|SUPER JUNIOR (슈퍼주니어)|SUPERJUNIOR|1,82802327,1489,https://www.youtube.com/watch?v=7GqYSbc1tsM
32,233,WHY,1554|김현중|KIMHYUNJOONG|1,8231520,1486,https://www.youtube.com/watch?v=uyEinC3BGJA
33,234,아무도 잠들지 마라 (Nessun Dorma),1963|김호중|KIMHOJOONG|1,5882231,1466,https://www.youtube.com/watch?v=vpG8aKNw0T0
34,235,Mr. Simple,286|SUPER JUNIOR (슈퍼주니어)|SUPERJUNIOR|1,202840761,1465,https://www.youtube.com/watch?v=r6TwzSGYycM
35,236,B.T.W (Feat. 박재범) (Prod. Cha Cha Malone),514|JAY B (GOT7)|JAYB|1,7157476,1457,https://www.youtube.com/watch?v=cUAsTQUU3xk
36,237,닐리리맘보,283|블락비 (Block B)|BlockB|1,32266876,1433,https://www.youtube.com/watch?v=4AYJZvHeKFo
37,238,편의점,1875|이찬원|LeeChanWon|1,3703774,1426,https://www.youtube.com/watch?v=6cGXYDT3eQE
38,239,Hellevator,377|Stray Kids (스트레이 키즈)|StrayKids|1,88379835,1423,https://www.youtube.com/watch?v=AdfIfFGCqgo
39,240,Jopping,1550|SuperM|SuperM|1,106710748,1420,https://www.youtube.com/watch?v=pAnK1y7qjuE
40,241,우리 사랑하지 말아요,277|BIGBANG|BIGBANG|1,203458589,1407,https://www.youtube.com/watch?v=9jTo6hTZmiQ
41,241,Trap (Feat. 규현&태민),1501|헨리 (HENRY)|HENRY|1,97445412,1407,https://www.youtube.com/watch?v=IsXB5eRMRno
42,241,instagram,1089|DEAN|DEAN|1,70397458,1407,https://www.youtube.com/watch?v=wKyMIrBClYw
43,244,Beautiful,1084|Crush|Crush|1,107439933,1402,https://www.youtube.com/watch?v=W0cs6ciCt_k
44,245,LOSER,277|BIGBANG|BIGBANG|1,228467133,1393,https://www.youtube.com/watch?v=1CTced9CMMk
45,246,살짝 설렜어 (Nonstop),314|오마이걸|OhMyGirl|1,75205523,1386,https://www.youtube.com/watch?v=iDjQSdN_ig8
46,247,팔레트 (Feat. G-DRAGON),385|아이유|IU|1,173333879,1380,https://www.youtube.com/watch?v=d9IxdwEFk1c
47,248,Rose,398|디오 (D.O.)|DO|1,18216295,1379,https://www.youtube.com/watch?v=_btxV8tJM7w
48,249,SPICY,1334|CL|CL|1,15003949,1371,https://www.youtube.com/watch?v=QMwJtMJLXE0
49,250,환상동화 (Secret Story of the Swan),394|IZ*ONE (아이즈원)|IZ*ONE|1,74255734,1335,https://www.youtube.com/watch?v=nnVjsos40qk
